id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101,funder_num,installer_num,wpt_name_num,basin_num,subvillage_num,region_num,lga_num,ward_num,public_meeting_num,recorded_by_num,scheme_management_num,scheme_name_num,permit_num,extraction_type_num,extraction_type_group_num,extraction_type_class_num,management_num,management_group_num,payment_num,payment_type_num,water_quality_num,quality_group_num,quantity_num,quantity_group_num,source_num,source_type_num,source_class_num,waterpoint_type_num,waterpoint_type_group_num,funder_freq,installer_freq,basin_freq,region_freq,lga_freq,ward_freq,scheme_name_freq,funder_clean_num,installer_clean_num,funder_clean_freq,installer_clean_freq,5_nearest_functional,5_nearest_need_repair,5_nearest_broken,10_nearest_functional,10_nearest_need_repair,10_nearest_broken,20_nearest_functional,20_nearest_need_repair,20_nearest_broken,40_nearest_functional,40_nearest_need_repair,40_nearest_broken
45992,2011,3,13,8,1025,824,919,2593,6,11279,2,11,1617,1,0,7,2103,1,14,10,5,7,4,4,5,6,2,2,2,3,0,0,2,1,15,6,9987,2779,439,6,3,815,883,14,6,4,0,1,6,2,2,7,5,8,15,7,18
68971,2012,10,20,16,438,130,2197,37146,0,20849,17,64,1660,1,0,3,2162,1,3,1,0,3,2,0,2,6,2,3,3,5,3,1,1,1,44,503,9642,6293,584,161,856,130,2037,36,498,3,0,2,5,2,3,13,3,4,25,5,10
68002,2011,3,2,1,1036,36,1000,27396,8,8366,11,83,1945,1,0,7,1931,1,14,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1,188,189,7577,5038,846,64,37,35,898,171,260,1,0,4,2,0,8,2,0,18,11,0,29
21061,2011,4,13,33,994,1961,442,14123,6,5764,3,91,2043,1,0,8,2861,1,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1,1335,22961,9987,6599,3128,222,324,1939,423,1324,21758,3,1,1,6,1,3,12,3,5,28,6,6
16410,2011,1,8,14,1089,293,306,9354,1,9442,10,46,935,1,0,7,2096,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1,4007,828,6332,5758,1070,77,98,288,225,3907,933,4,0,1,6,0,4,11,0,9,22,0,18
33371,2011,3,4,6,1034,1442,2220,45591,8,12358,14,3,1237,0,0,8,254,1,6,10,5,4,0,4,5,6,2,1,1,6,4,1,1,1,1063,397,7577,3331,1263,48,575,1430,2073,1034,377,5,0,0,10,0,0,19,0,1,37,0,3
68737,2011,3,17,7,1021,247,341,4284,6,3976,11,35,308,1,0,7,2851,1,15,11,1,7,4,3,1,6,2,1,1,7,5,0,4,3,160,69,9987,5038,1207,164,32078,245,292,155,69,2,1,2,6,1,3,10,1,9,17,2,21
21543,2011,4,14,10,993,2140,2394,24056,6,5366,10,59,332,1,0,8,1992,1,3,1,0,10,4,3,1,6,2,2,2,6,4,1,1,1,2716,2169,9987,5758,781,104,272,0,0,-1,-1,4,1,0,8,2,0,15,4,1,28,10,2
32357,2011,4,3,11,1004,363,218,1518,1,735,10,100,899,1,0,3,644,2,3,1,0,3,2,6,6,6,2,1,1,8,6,0,1,1,60,47,6332,5758,1381,73,1021,0,0,-1,-1,3,0,2,4,0,6,11,0,9,22,0,18
52886,2011,7,17,14,899,507,306,43729,4,14150,4,89,525,1,0,7,192,0,12,9,4,7,4,0,2,6,2,0,0,3,0,0,1,1,11720,828,12871,4174,854,49,856,506,225,11299,933,1,1,3,4,3,3,8,4,8,14,8,18
19264,2012,10,17,18,441,507,637,26077,0,6240,17,104,448,1,0,7,2851,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,4,3,11720,2329,9642,6293,751,47,32078,506,557,11299,2367,2,0,3,5,1,4,8,1,11,16,1,23
15406,2013,2,20,3,315,2079,442,20935,0,12074,8,2,1793,1,0,7,2851,1,8,5,1,7,4,3,1,6,2,2,2,7,5,0,4,3,421,22961,9642,1972,618,17,32078,2044,423,416,21758,5,0,0,9,0,1,15,1,4,29,2,9
7237,2012,11,15,16,412,1599,2197,35275,4,14849,17,64,1456,1,0,9,2162,1,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3,1738,503,12871,6293,584,40,856,1580,2037,1704,498,5,0,0,10,0,0,17,1,2,33,3,4
56690,2012,10,18,18,440,384,453,994,0,4746,17,104,1969,1,0,9,2851,1,15,11,1,11,4,0,2,6,2,2,2,7,5,0,4,3,1029,243,9642,6293,751,132,32078,380,433,1012,239,1,1,3,3,1,6,11,1,8,21,1,18
43235,2013,2,5,8,330,436,540,9173,7,15483,12,87,1577,1,0,7,2851,1,4,2,1,7,4,0,2,6,2,2,2,3,0,0,4,3,104,82,5587,2144,213,16,32078,439,497,137,197,0,0,5,1,0,9,3,0,17,9,0,31
40428,2011,3,24,31,1014,507,442,8098,5,13635,20,44,1137,1,0,7,1471,0,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1,11720,22961,11143,3186,511,62,17,506,423,11299,21758,2,0,3,7,0,3,17,0,3,29,0,11
20882,2012,11,4,14,423,1009,442,17922,4,4107,9,10,1870,1,0,9,533,0,9,6,3,11,4,6,6,4,4,2,2,7,5,0,6,5,87,22961,12871,2451,533,31,42,1000,423,86,21758,0,0,5,1,1,8,5,2,13,12,3,25
65930,2013,3,1,15,306,345,426,26251,0,2368,8,2,968,1,0,8,2851,1,3,1,0,10,4,0,2,6,2,1,1,8,6,0,1,1,241,125,9642,1972,618,27,32078,341,402,237,476,1,3,1,4,5,1,8,5,7,17,5,18
23023,2013,3,15,13,292,0,1,21932,8,13786,1,20,154,1,0,9,2851,2,9,6,3,11,4,0,2,6,2,1,1,7,5,0,6,5,-1,-1,7577,1020,633,221,32078,0,0,-1,-1,1,0,4,1,0,9,5,0,15,21,0,19
11075,2011,3,12,44,1026,507,442,22570,5,6287,20,52,1898,1,0,7,1637,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,11720,22961,11143,3186,870,72,74,506,423,11299,21758,4,0,1,8,0,2,10,0,10,26,0,14
16120,2011,7,21,2,895,1698,2391,43425,1,5320,10,21,350,1,0,11,2098,1,3,1,0,8,0,3,1,6,2,1,1,8,6,0,1,1,22,5,6332,5758,288,22,346,1679,1675,22,23,4,1,0,9,1,0,14,1,5,30,2,8
73332,2013,1,27,16,339,293,384,15724,3,5013,5,28,1717,1,0,11,953,1,3,1,0,7,4,5,3,6,2,1,1,8,6,0,2,1,4007,1356,8052,3533,1322,44,14,288,346,3907,1306,2,3,0,4,5,1,12,6,2,28,7,5
36855,2011,2,26,17,1040,1078,1281,4588,8,20156,11,36,155,0,0,10,527,1,3,1,0,9,4,0,2,6,2,1,1,6,4,1,1,1,23,27,7577,5038,1368,113,1,1069,1121,23,38,2,0,3,5,0,5,11,1,8,18,3,19
32298,2013,2,28,19,307,293,384,23976,1,20300,16,61,1520,1,0,7,313,1,3,1,0,7,4,6,6,6,2,0,0,8,6,0,1,1,4007,1356,6332,3306,943,72,616,288,346,3907,1306,3,0,2,3,2,5,8,2,10,19,2,19
39350,2011,2,28,27,1038,507,634,45683,6,15416,3,34,406,1,0,7,572,1,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1,11720,492,9987,6599,434,63,18,506,552,11299,653,4,0,1,9,0,1,18,0,2,32,0,8
65624,2011,6,4,2,942,22,442,32708,6,10712,3,91,1186,1,0,7,2805,1,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1,568,22961,9987,6599,3128,292,19,22,423,551,21758,5,0,0,10,0,0,20,0,0,38,0,2
24712,2012,10,14,7,444,1589,442,43868,3,12439,17,9,2038,1,0,9,2851,1,8,5,1,11,4,6,6,0,0,1,1,7,5,0,4,3,338,22961,8052,6293,653,92,32078,1571,423,338,21758,4,1,0,6,3,1,12,5,3,23,7,10
18244,2013,2,27,39,308,507,442,11985,5,7531,6,73,694,1,0,7,826,1,3,1,0,6,3,6,6,7,5,4,4,8,6,0,6,5,11720,22961,11143,5494,1566,133,137,506,423,11299,21758,3,1,1,6,3,1,13,3,4,22,11,7
36651,2011,3,30,33,1008,1961,442,11424,6,10096,3,91,2079,1,0,8,2860,1,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1,1335,22961,9987,6599,3128,164,284,1939,423,1324,21758,4,1,0,9,1,0,16,1,3,26,6,8
61122,2013,2,9,13,326,1599,442,41495,4,18870,17,25,1040,1,0,7,2851,1,9,6,3,6,3,6,6,3,3,2,2,7,5,0,6,5,1738,22961,12871,6293,1058,26,32078,1580,423,1704,21758,3,0,2,7,0,3,12,0,8,26,0,14
68722,2012,10,23,1,435,679,805,22197,4,8477,9,82,123,1,0,7,614,1,0,0,1,7,4,3,1,6,2,1,1,3,0,0,4,3,360,186,12871,2451,480,16,7,671,728,353,306,3,0,2,6,0,4,6,1,13,16,1,23
15796,2013,2,27,39,308,507,442,25866,5,7189,6,73,694,0,0,7,1009,1,3,1,0,7,4,4,5,6,2,2,2,8,6,0,1,1,11720,22961,11143,5494,1566,133,112,506,423,11299,21758,3,1,1,6,3,1,11,5,4,19,10,11
38597,2012,10,19,16,439,2108,356,39510,0,16903,19,94,549,0,0,7,2851,0,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5,1613,165,9642,2466,730,41,32078,2085,308,1563,153,2,0,3,5,0,5,8,2,10,15,2,23
34351,2011,3,26,15,1012,1096,1138,45683,6,18279,3,79,1031,1,0,7,969,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,110,1,9987,6599,647,41,76,1087,1138,102,1,4,0,1,8,0,2,17,0,3,31,1,8
12926,2011,2,27,5,1039,1927,1991,45683,1,6064,3,91,1123,1,0,7,2091,0,3,1,0,7,4,3,1,6,2,2,2,8,6,0,1,1,118,140,6332,6599,3128,177,1,1905,1874,115,138,1,0,4,6,0,4,15,1,4,34,2,4
1361,2011,3,13,1,1025,1491,1604,43464,6,4497,3,91,325,1,0,7,599,1,3,1,0,7,4,5,3,6,2,1,1,8,6,0,1,1,293,220,9987,6599,3128,386,24,1477,1489,291,222,4,0,1,8,0,2,18,0,2,38,0,2
29504,2012,10,31,15,427,1599,2197,34647,4,3895,17,64,1485,1,0,9,2162,1,15,11,1,11,4,0,2,6,2,2,2,7,5,0,4,3,1738,503,12871,6293,584,97,856,1580,2037,1704,498,4,0,1,7,1,2,13,2,5,31,2,7
6331,2011,4,11,15,996,1721,1790,18831,8,11567,2,76,1124,1,0,7,2851,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5,2,2,7577,2779,490,21,32078,1702,1697,2,2,0,0,5,2,1,7,5,1,14,16,2,22
73064,2011,7,21,5,895,247,342,32500,4,2754,13,121,1623,1,0,7,2851,1,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5,160,769,12871,3897,442,16,32078,245,293,155,690,1,1,3,3,2,5,6,4,10,12,13,15
66291,2013,2,9,23,326,507,442,5582,0,3236,18,109,1531,1,0,7,163,2,9,6,3,7,4,6,6,7,5,0,0,7,5,0,6,5,11720,22961,9642,2536,1202,29,24,0,0,-1,-1,0,0,5,3,1,6,7,3,10,15,3,22
5937,2011,2,24,6,1042,2140,2394,42258,6,21352,14,53,634,1,0,7,2851,0,4,2,1,7,4,0,2,6,2,1,1,3,0,0,4,3,2716,2169,9987,3331,170,29,32078,0,0,-1,-1,2,1,2,6,1,3,11,3,6,28,5,7
44648,2011,8,2,13,883,507,442,23616,1,16539,10,100,900,1,0,7,2424,2,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1,11720,22961,6332,5758,1381,84,197,0,0,-1,-1,3,2,0,8,2,0,16,4,0,29,8,3
30642,2011,1,4,33,1093,1961,442,43411,6,21312,3,91,897,1,0,8,2860,1,3,1,0,10,4,3,1,6,2,0,0,6,4,1,1,1,1335,22961,9987,6599,3128,75,284,1939,423,1324,21758,3,1,1,5,4,1,11,5,4,23,8,9
18223,2011,3,27,5,1011,178,442,19554,6,16881,11,122,434,1,0,10,588,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1,103,22961,9987,5038,841,179,63,178,423,97,21758,5,0,0,9,0,1,17,0,3,36,0,4
55354,2011,4,3,-2,1004,2064,1179,44031,0,12476,2,14,1272,1,0,7,1538,0,7,4,2,4,0,4,5,6,2,0,0,3,0,0,2,1,745,57,9642,2779,467,27,9,2042,1258,739,57,1,3,1,3,5,2,8,6,6,11,6,23
1271,2011,2,22,5,1044,1548,1706,45683,6,9301,3,34,2012,1,0,7,562,1,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1,343,120,9987,6599,434,18,7,1532,1542,336,119,5,0,0,8,0,2,13,0,7,28,0,12
47798,2013,3,17,3,290,0,1,9953,8,13777,1,20,154,1,0,4,2851,0,14,10,5,4,0,4,5,6,2,1,1,3,0,0,1,1,-1,-1,7577,1020,633,221,32078,0,0,-1,-1,4,0,1,9,0,1,19,0,1,30,0,10
14435,2013,1,18,20,348,573,721,45406,4,21358,9,103,1801,1,0,7,192,2,8,5,1,7,4,3,1,6,2,2,2,7,5,0,4,3,2850,1087,12871,2451,905,38,856,566,634,2782,1768,2,1,2,2,1,7,7,1,12,17,2,21
19355,2011,7,26,18,890,507,442,30261,4,9645,4,26,950,1,0,9,1226,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1,11720,22961,12871,4174,967,46,50,506,423,11299,21758,0,0,5,0,0,10,1,0,19,4,1,35
14820,2011,3,16,10,1022,235,633,40982,0,510,2,4,372,1,0,7,2851,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3,105,281,9642,2779,279,7,32078,233,551,98,276,1,0,4,4,0,6,11,1,8,17,2,21
4391,2011,4,1,5,1006,2064,339,14660,6,14396,2,14,1355,1,0,7,1452,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,2,1,745,1413,9987,2779,467,47,16,2042,290,739,1354,2,2,1,5,3,2,6,3,11,11,3,26
41984,2012,10,16,11,442,892,1017,42518,0,4432,17,40,438,0,0,3,2851,0,3,1,0,3,2,6,6,6,2,3,3,5,3,1,6,5,18,4,9642,6293,503,27,32078,883,931,17,4,4,0,1,4,1,5,4,2,14,18,2,20
17455,2011,7,18,16,898,697,442,6990,4,6112,4,26,617,1,0,7,2851,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5,327,22961,12871,4174,967,47,32078,688,423,317,21758,0,0,5,1,1,8,5,1,14,13,3,24
14667,2011,7,23,10,893,1961,2078,40844,4,14352,4,89,46,1,0,7,2851,0,4,2,1,7,4,0,2,6,2,1,1,7,5,0,4,3,1335,287,12871,4174,854,123,32078,1939,1905,1324,302,2,0,3,5,1,4,13,1,6,26,1,13
67276,2012,10,15,17,443,58,35,25513,0,18097,17,104,215,1,0,9,2851,0,9,6,3,11,4,0,2,6,2,2,2,7,5,0,6,5,112,114,9642,6293,751,66,32078,58,59,111,108,1,0,4,4,0,6,10,0,10,23,0,17
70116,2013,1,22,3,344,1841,1922,999,0,113,8,63,14,1,0,3,2851,1,8,5,1,3,2,0,2,6,2,1,1,7,5,0,4,3,1153,508,9642,1972,385,26,32078,1821,1787,1136,523,4,0,1,8,1,1,18,1,1,35,1,4
38843,2011,4,6,13,1001,808,894,15787,1,3176,10,60,451,0,0,7,2851,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3,1670,1141,6332,5758,587,40,32078,799,858,1623,1135,5,0,0,9,0,1,17,0,3,28,1,11
62833,2013,1,28,14,338,2079,1764,36976,0,14292,18,23,1488,1,0,7,2851,1,9,6,3,7,4,0,2,6,2,0,0,3,0,0,6,5,421,319,9642,2536,680,42,32078,2044,1650,416,312,2,0,3,3,0,7,5,0,15,21,0,19
21786,2011,2,19,37,1047,293,458,45683,6,17297,3,24,992,1,0,7,2181,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,4007,98,9987,6599,914,42,5,288,345,3907,786,5,0,0,7,0,3,13,0,7,28,0,12
5137,2011,4,7,7,1000,2140,2394,23366,6,6208,10,59,1824,0,0,10,2851,1,3,1,0,9,4,0,2,0,0,3,3,6,4,1,1,1,2716,2169,9987,5758,781,151,32078,0,0,-1,-1,1,0,4,1,1,8,8,2,10,18,6,16
5686,2011,2,27,13,1039,325,419,9018,8,19814,11,36,685,1,0,7,791,1,14,10,5,11,4,4,5,6,2,2,2,3,0,0,1,1,272,259,7577,5038,1368,44,144,321,385,261,246,5,0,0,10,0,0,14,3,3,26,7,7
65577,2011,2,23,3,1043,1933,442,25486,6,13312,3,91,357,1,0,7,523,0,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1,56,22961,9987,6599,3128,78,2,1912,423,56,21758,4,0,1,7,0,3,11,0,9,17,1,22
9557,2013,1,26,20,340,507,2197,5987,3,5125,19,94,545,0,0,7,2851,0,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3,11720,503,8052,2466,730,25,32078,506,2037,11299,498,5,0,0,7,0,3,17,0,3,29,1,10
8235,2011,7,19,6,897,374,442,11547,2,20953,15,92,145,1,0,7,2851,0,3,1,0,7,4,0,2,7,5,4,4,6,4,1,1,1,34,22961,3059,2242,528,87,32078,370,423,34,21758,2,0,3,5,0,5,5,3,12,15,4,21
70184,2011,4,10,11,997,808,894,41995,2,16862,10,62,1806,1,0,7,2851,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3,1670,1141,3059,5758,1286,121,32078,799,858,1623,1135,5,0,0,7,1,2,15,1,4,25,2,13
65334,2013,2,20,35,315,1090,442,29726,6,15756,16,86,898,1,0,7,2029,1,3,1,0,7,4,0,2,6,2,3,3,6,4,1,6,5,737,22961,9987,3306,845,88,30,1081,423,728,21758,4,0,1,7,1,2,11,1,8,20,1,19
26422,2011,3,15,40,1023,1105,442,38168,5,6066,20,68,211,1,0,4,845,1,3,1,0,4,0,0,2,4,4,1,1,4,2,2,1,1,181,22961,11143,3186,347,40,45,1096,423,180,21758,5,0,0,10,0,0,20,0,0,39,0,1
5221,2013,1,25,8,341,507,442,43828,3,17305,5,28,1449,1,0,11,2851,1,3,1,0,9,4,3,1,6,2,1,1,6,4,1,1,1,11720,22961,8052,3533,1322,119,32078,506,423,11299,21758,1,2,2,4,4,2,10,4,6,22,8,10
60250,2011,3,14,8,1024,2106,361,43411,8,5041,2,43,2094,1,0,7,1098,0,14,10,5,7,4,4,5,4,4,1,1,3,0,0,2,1,1737,31,7577,2779,460,22,9,2083,312,1701,30,2,0,3,4,0,6,6,0,14,12,0,28
33742,2013,1,24,9,342,66,117,34765,4,14296,9,103,1704,0,0,2,2851,2,3,1,0,1,1,0,2,6,2,3,3,9,2,2,1,1,157,1,12871,2451,905,61,32078,66,88,152,1,3,0,2,7,0,3,12,3,5,18,4,18
33754,2012,10,18,10,440,2108,2296,45178,0,1496,17,58,42,1,0,9,2851,0,8,5,1,11,4,1,4,4,4,1,1,7,5,0,4,3,1613,531,9642,6293,1024,40,32078,2085,2065,1563,867,3,0,2,6,1,3,11,1,8,18,4,18
15113,2011,3,5,2,1033,507,442,30029,5,6415,20,80,639,1,0,7,1819,0,3,1,0,7,4,0,2,6,2,1,1,3,0,0,2,1,11720,22961,11143,3186,424,37,34,506,423,11299,21758,5,0,0,10,0,0,19,0,1,30,0,10
20021,2013,1,21,6,345,656,442,13414,3,18135,5,31,996,1,0,7,1603,1,3,1,0,11,4,3,1,6,2,1,1,6,4,1,2,1,393,22961,8052,3533,1015,116,33,648,423,388,21758,2,3,0,4,6,0,6,14,0,18,20,2
10968,2013,3,15,4,292,1745,1797,27143,7,11546,16,112,1841,0,0,2,1795,1,3,1,0,1,1,3,1,6,2,0,0,6,4,1,1,1,26,26,5587,3306,103,18,8,1726,1710,26,26,2,0,3,4,0,6,10,0,10,20,1,19
37645,2013,7,3,14,182,486,229,587,5,19938,6,16,1092,1,0,10,1148,1,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1,776,808,11143,5494,780,150,214,480,228,765,765,5,0,0,10,0,0,19,0,1,37,0,3
65442,2012,10,13,11,445,1599,442,14604,3,6946,17,25,85,1,0,12,2851,1,9,6,3,11,4,6,6,3,3,2,2,7,5,0,6,5,1738,22961,8052,6293,1058,48,32078,1580,423,1704,21758,2,0,3,3,0,7,8,0,12,18,0,22
46801,2011,4,11,45,996,54,32,43411,8,18860,11,36,990,1,0,7,6,1,6,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1,18,16,7577,5038,1368,48,1,54,56,17,16,1,0,4,2,0,8,4,0,16,10,0,30
42681,2013,3,15,4,292,872,1043,13326,5,13189,6,106,1902,1,0,10,100,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1,229,229,11143,5494,550,70,3,863,922,229,229,5,0,0,10,0,0,18,0,2,33,0,7
9218,2013,2,8,18,327,507,637,2564,4,15483,17,58,1030,1,0,7,2851,0,9,6,3,7,4,1,4,6,2,1,1,7,5,0,4,3,11720,2329,12871,6293,1024,42,32078,506,557,11299,2367,4,1,0,6,2,2,8,2,10,18,5,17
10618,2013,11,3,5,59,1339,342,45625,0,6904,0,65,1610,1,0,7,895,1,3,1,0,11,4,6,6,1,1,2,2,8,6,0,2,1,191,769,9642,4111,1244,212,18,1327,293,189,690,5,0,0,7,0,3,15,1,4,31,1,8
18376,2011,4,15,10,992,808,894,45571,2,4497,10,62,1295,1,0,7,2851,0,8,5,1,7,4,5,3,6,2,2,2,7,5,0,4,3,1670,1141,3059,5758,1286,150,32078,799,858,1623,1135,4,0,1,7,1,2,9,2,9,21,2,17
7081,2011,4,3,13,1004,117,155,19602,6,3415,10,59,1988,1,0,7,2851,1,3,1,0,7,4,0,2,6,2,3,3,6,4,1,1,1,34,37,9987,5758,781,112,32078,0,0,-1,-1,1,0,4,6,0,4,9,0,11,13,7,20
21325,2012,10,9,7,449,1365,370,42518,0,14835,17,40,1471,1,0,9,2851,0,3,1,0,11,4,6,6,6,2,3,3,8,6,0,1,1,446,1,9642,6293,503,14,32078,1353,413,436,1,2,0,3,2,1,7,3,1,16,7,7,26
41513,2012,10,26,3,432,2106,2215,45426,4,5764,9,82,835,1,0,3,2851,1,3,1,0,3,2,6,6,6,2,2,2,5,3,1,1,1,1737,19,12871,2451,480,19,32078,2083,2068,1701,18,4,0,1,6,0,4,10,2,8,16,2,22
16539,2013,11,3,4,59,1339,342,43791,0,4597,0,65,1610,1,0,7,606,1,14,10,5,11,4,3,1,6,2,2,2,3,0,0,1,1,191,769,9642,4111,1244,212,14,1327,293,189,690,4,0,1,9,0,1,18,0,2,37,0,3
17077,2011,7,8,15,908,573,442,1013,3,5441,4,6,27,1,0,7,2851,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,5,4,2850,22961,8052,4174,501,78,32078,566,423,2782,21758,2,2,1,7,2,1,12,4,4,22,5,13
11969,2013,3,13,18,294,486,229,25012,5,8987,6,16,1093,1,0,10,2688,1,3,1,0,9,4,1,4,6,2,1,1,8,6,0,2,1,776,808,11143,5494,780,132,274,480,228,765,765,3,0,2,7,0,3,16,0,4,34,0,6
2070,2013,2,15,33,320,36,610,32489,0,3238,18,109,358,1,0,7,2851,2,9,6,3,7,4,6,6,7,5,0,0,7,5,0,6,5,188,52,9642,2536,1202,69,32078,0,0,-1,-1,0,0,5,3,0,7,11,1,8,18,2,20
17938,2011,7,30,15,886,293,306,28892,1,17218,10,46,935,1,0,7,2096,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,4007,828,6332,5758,1070,77,98,288,225,3907,933,1,0,4,3,0,7,9,0,11,24,0,16
67058,2011,7,29,10,887,2108,442,42729,4,6514,4,7,55,1,0,7,2851,1,3,1,0,7,4,0,2,6,2,2,2,5,3,1,1,1,1613,22961,12871,4174,622,22,32078,2085,423,1563,21758,5,0,0,8,1,1,11,2,7,19,5,16
14106,2013,3,25,23,282,2108,442,25777,5,8986,0,0,1763,1,0,7,1100,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1,1613,22961,11143,4111,1521,163,51,2085,423,1563,21758,3,0,2,5,1,4,10,2,8,20,4,16
1931,2001,3,26,6,4664,507,442,24353,5,6775,20,52,87,1,0,7,1003,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,6,5,11720,22961,11143,3186,870,14,3,506,423,11299,21758,1,1,3,3,2,5,10,4,6,25,6,9
73979,2011,7,24,15,892,2,260,36763,4,6201,4,89,471,1,0,7,2851,0,4,2,1,7,4,0,2,6,2,1,1,7,5,0,4,3,41,33,12871,4174,854,53,32078,2,281,41,33,2,0,3,6,0,4,13,1,6,22,1,17
35763,2012,11,12,11,415,1098,1295,3719,0,1147,17,58,846,1,0,9,2851,0,3,1,0,11,4,1,4,6,2,3,3,5,3,1,1,1,380,168,9642,6293,1024,56,32078,1089,1141,379,178,2,0,3,2,2,6,7,5,8,16,10,14
21561,2012,10,21,5,437,2124,2224,32836,4,14719,17,5,1210,1,0,9,2851,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3,210,208,12871,6293,1485,117,32078,2100,2077,206,206,4,1,0,6,3,1,13,6,1,25,9,6
1103,2011,4,1,7,1006,235,258,1875,0,12329,2,42,241,1,0,7,366,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,2,1,105,37,9642,2779,644,19,8,233,278,98,34,2,0,3,5,0,5,11,0,9,17,3,20
15088,2011,3,14,11,1024,1548,1706,45683,1,9531,3,51,901,1,0,7,1162,0,3,1,0,7,4,5,3,6,2,1,1,6,4,1,1,1,343,120,6332,6599,687,56,16,1532,1542,336,119,1,1,3,1,1,8,9,2,9,29,2,9
39675,2011,3,22,8,1016,1956,705,27869,5,899,20,18,1197,1,0,7,426,1,14,10,5,7,4,0,2,6,2,2,2,6,4,1,2,1,176,210,11143,3186,327,60,251,1934,609,173,208,2,0,3,6,0,4,7,0,13,13,0,27
34594,2011,4,7,14,1000,507,637,40567,2,17011,10,13,922,1,0,7,2851,1,15,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3,11720,2329,3059,5758,365,14,32078,506,557,11299,2367,2,1,2,6,1,3,10,1,9,15,4,21
64632,2013,3,13,25,294,2108,2292,10848,5,2593,6,101,1371,1,0,11,867,1,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1,1613,328,11143,5494,1106,73,19,2085,2065,1563,867,0,0,5,1,2,7,4,5,11,15,8,17
20266,2012,10,6,12,452,1599,442,36666,3,5351,17,25,2017,1,0,7,2851,1,8,5,1,11,4,6,6,6,2,2,2,7,5,0,4,3,1738,22961,8052,6293,1058,9,32078,1580,423,1704,21758,2,0,3,4,0,6,9,1,10,22,2,16
22802,2013,5,3,5,243,200,442,26945,5,21299,6,73,736,1,0,10,933,1,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1,324,22961,11143,5494,1566,115,276,198,423,526,21758,3,1,1,7,1,2,17,1,2,37,1,2
20208,2013,8,2,4,152,293,384,21558,1,6797,16,61,680,1,0,7,313,1,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1,4007,1356,6332,3306,943,54,616,288,346,3907,1306,5,0,0,8,0,2,16,0,4,30,1,9
29300,2011,3,29,0,1009,2064,339,20397,0,14402,2,14,1537,1,0,7,283,0,7,4,2,4,0,4,5,6,2,0,0,3,0,0,2,1,745,1413,9642,2779,467,33,19,2042,290,739,1354,4,1,0,5,2,3,11,2,7,20,2,18
42717,2013,3,13,3,294,1371,442,3042,0,2203,0,50,1764,1,0,7,356,1,3,1,0,7,4,5,3,6,2,2,2,6,4,1,1,1,88,22961,9642,4111,391,85,6,1359,423,87,21758,5,0,0,8,2,0,15,5,0,34,6,0
12594,2011,4,1,11,1006,2106,2288,43411,8,7969,11,71,633,1,0,7,2851,1,3,1,0,7,4,0,2,6,2,2,2,5,3,1,1,1,1737,153,7577,5038,656,36,32078,2083,2059,1701,158,0,1,4,2,1,7,5,2,13,9,4,27
