id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101,funder_num,installer_num,wpt_name_num,basin_num,subvillage_num,region_num,lga_num,ward_num,public_meeting_num,recorded_by_num,scheme_management_num,scheme_name_num,permit_num,extraction_type_num,extraction_type_group_num,extraction_type_class_num,management_num,management_group_num,payment_num,payment_type_num,water_quality_num,quality_group_num,quantity_num,quantity_group_num,source_num,source_type_num,source_class_num,waterpoint_type_num,waterpoint_type_group_num
47654,2011,3,14,3,1024,1842,443,44259,5,19127,20,68,224,1,0,8,320,1,3,1,0,7,4,0,2,6,2,1,1,0,1,1,4,3
47513,2011,8,26,20,859,1574,443,4951,2,19916,15,113,1858,1,0,8,0,0,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
70105,2011,8,7,12,878,248,343,35788,4,1250,13,121,67,1,0,0,0,1,9,6,3,7,4,0,2,6,2,2,2,8,6,0,6,5
65915,2013,1,17,20,349,1292,1655,18897,3,5197,5,30,502,1,0,8,670,0,3,1,0,7,4,6,6,6,2,2,2,8,6,0,2,1
72961,2013,3,19,3,288,0,0,44330,0,18466,0,70,1027,1,0,8,1993,2,14,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
20292,2011,3,12,2011,1026,37,1001,20087,8,8369,11,83,1394,1,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
9641,2013,3,8,1,299,974,1091,36757,4,11607,9,103,1418,2,0,3,0,1,14,10,5,8,0,1,4,6,2,2,2,0,1,1,1,1
43467,2011,8,7,12,878,574,443,1684,4,1050,13,121,67,1,0,0,0,1,8,5,1,7,4,0,2,6,2,3,3,7,5,0,4,3
34468,2011,4,10,2011,997,373,437,14990,8,10750,2,14,1750,1,0,12,2270,0,14,10,5,8,0,4,5,6,2,2,2,3,0,0,2,1
24910,2011,3,9,16,1029,1511,1631,34145,8,7406,11,36,915,1,0,8,0,0,3,1,0,7,4,2,0,6,2,2,2,8,6,0,1,1
59441,2012,10,5,2012,453,1272,443,2195,4,3641,17,58,1347,1,0,10,0,0,8,5,1,11,4,1,4,6,2,1,1,7,5,0,4,3
73772,2012,10,31,2012,427,1842,343,2509,0,9695,17,64,1849,1,0,10,2542,1,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
67356,2011,7,12,2011,904,314,411,43091,4,10750,4,12,1715,1,0,8,1400,1,7,4,2,7,4,0,2,6,2,2,2,3,0,0,2,1
5377,2013,1,18,35,348,194,225,23133,7,16693,7,49,1240,1,0,8,0,1,4,2,1,7,4,6,6,6,2,1,1,3,0,0,4,3
56133,2011,7,15,2011,901,574,672,5316,4,9613,4,12,1416,1,0,9,0,1,8,5,1,10,4,3,1,6,2,1,1,1,0,0,4,3
38004,2011,7,11,2011,905,1600,443,15135,4,18022,4,7,833,1,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,3,0,0,6,5
65662,2013,2,28,38,307,508,443,12415,5,7264,6,73,1755,0,0,8,827,1,3,1,0,7,4,6,6,6,2,2,2,8,6,0,6,5
68465,2013,2,22,17,313,574,672,36718,4,14039,9,103,586,2,0,10,441,1,3,1,0,11,4,6,6,6,2,1,1,8,6,0,2,1
9610,2013,3,19,2,288,957,1190,11893,0,11030,6,106,1904,1,0,11,92,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
13502,2013,3,13,6,294,1842,443,14706,5,2274,0,0,11,1,0,8,176,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
53131,2013,3,27,11,280,1035,1114,43795,1,19780,16,61,1157,2,0,11,158,1,3,1,0,9,4,0,2,6,2,0,0,8,6,0,1,1
43862,2011,3,19,2011,1019,2065,1059,34348,6,11150,2,76,906,1,0,8,1167,1,14,10,5,7,4,2,0,6,2,1,1,8,6,0,1,1
41294,2013,1,30,7,336,294,1940,45426,3,18183,5,30,1244,1,0,8,0,0,0,0,1,7,4,6,6,6,2,1,1,3,0,0,4,3
29623,2011,2,24,2,1042,106,340,45683,1,20582,3,55,923,1,0,8,536,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
73956,2011,7,25,2011,891,119,157,5289,4,5058,13,67,302,2,0,4,0,1,6,10,5,3,2,0,2,6,2,2,2,2,4,1,6,5
69743,2013,3,18,13,289,1,2,27713,8,13774,1,20,784,2,0,10,0,0,8,5,1,11,4,0,2,6,2,4,4,7,5,0,4,3
54200,2011,2,25,11,1041,224,1607,45683,6,2893,3,79,1845,1,0,8,2577,1,3,1,0,7,4,0,2,6,2,0,0,6,4,1,1,1
24857,2012,11,5,27,422,574,443,14647,4,1394,9,10,2080,1,0,10,0,0,13,7,1,11,4,6,6,4,4,1,1,7,5,0,4,3
46305,2013,2,1,26,334,1292,443,24879,3,6734,5,31,1909,1,0,8,752,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,2,1
26411,2011,3,16,2011,1022,2065,340,24446,8,0,2,43,1846,1,0,8,1087,0,7,4,2,4,0,4,5,6,2,0,0,3,0,0,6,5
62264,2011,3,4,11,1034,1496,1610,26930,6,16638,3,91,2078,1,0,8,2801,1,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
31079,2013,3,13,40,294,508,309,15592,5,10501,6,84,1894,1,0,11,1481,0,3,1,0,9,4,0,2,6,2,2,2,6,4,1,6,5
43949,2011,7,13,2011,903,574,443,5656,3,6573,4,6,930,1,0,8,755,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
10433,2011,4,20,35,987,1430,1575,2604,8,12141,11,36,155,1,0,8,0,0,9,6,3,7,4,3,1,4,4,2,2,7,5,0,6,5
26672,2012,10,13,2012,445,574,443,30028,4,3395,13,54,315,1,0,0,0,1,9,6,3,7,4,0,2,4,4,2,2,7,5,0,6,5
21265,2011,3,27,2011,1011,2065,635,39291,6,16640,2,76,396,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
10059,2011,7,15,2011,901,574,672,1753,4,18969,4,12,1416,1,0,9,0,1,8,5,1,10,4,3,1,6,2,1,1,1,0,0,4,3
60084,2013,1,27,33,339,469,557,38767,7,2492,12,57,1573,1,0,8,0,1,9,6,3,7,4,6,6,6,2,0,0,7,5,0,6,5
53252,2013,1,22,10,344,1050,1124,29364,0,2040,8,63,14,2,0,10,0,1,8,5,1,11,4,4,5,6,2,1,1,7,5,0,4,3
32035,2012,10,14,2012,444,1600,1667,43747,0,587,17,104,2044,0,0,10,0,1,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
72898,2011,2,1,35,1065,1430,1575,3959,8,309,11,36,155,1,0,8,0,1,15,11,1,11,4,0,2,6,2,2,2,7,5,0,4,3
34460,2011,2,23,26,1043,508,340,45683,1,19818,3,55,923,0,0,8,1181,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
68561,2013,1,31,26,335,1292,1460,27334,3,15777,15,114,1111,1,0,8,1770,1,3,1,0,7,4,0,2,6,2,0,0,6,4,1,1,1
20908,2011,3,17,6,1021,1495,1613,31178,6,12831,11,35,308,1,0,0,0,1,8,5,1,7,4,3,1,6,2,2,2,7,5,0,4,3
34485,2013,3,3,5,304,201,443,16869,5,8260,6,73,737,1,0,11,934,1,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
58522,2011,3,4,11,1034,65,45,19290,6,21057,14,69,1259,1,0,8,0,0,4,2,1,7,4,4,5,4,4,1,1,7,5,0,4,3
19340,2013,2,17,28,318,438,572,19944,7,18231,12,77,1001,1,0,0,0,1,8,5,1,6,3,4,5,6,2,1,1,3,0,0,4,3
24072,2013,1,17,1,349,2107,2212,34884,0,11783,18,110,1497,1,0,10,0,1,9,6,3,11,4,1,4,7,5,1,1,3,0,0,6,5
1597,2013,3,23,11,284,811,896,28878,5,2425,6,101,278,1,0,12,2120,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
21617,2013,5,3,38,243,508,638,977,5,10097,6,101,22,1,0,12,181,1,3,1,0,7,4,4,5,6,2,1,1,8,6,0,1,1
4294,2013,2,4,2013,331,1600,443,44793,4,16389,17,5,1659,1,0,10,0,0,0,0,1,11,4,0,2,6,2,1,1,7,5,0,4,3
62458,2011,3,30,2011,1008,1823,2020,19689,0,20180,2,14,1143,1,0,8,0,0,8,5,1,7,4,0,2,6,2,0,0,7,5,0,4,3
60703,2013,2,3,18,332,508,1655,33782,5,20099,0,65,1006,1,0,8,2635,1,3,1,0,7,4,6,6,6,2,3,3,6,4,1,1,1
54351,2011,3,4,3,1034,1539,443,38523,5,7542,20,95,111,1,0,8,0,0,9,6,3,7,4,0,2,4,4,2,2,7,5,0,6,5
3655,2013,11,3,14,59,487,230,11091,5,20825,6,16,958,1,0,11,1199,1,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
52100,2013,2,19,13,316,1699,1865,42560,5,7850,8,108,1966,1,0,8,1011,1,9,6,3,7,4,4,5,6,2,1,1,5,3,1,6,5
35989,2013,1,19,2013,347,385,443,280,4,14456,17,5,1867,0,0,10,0,0,8,5,1,11,4,0,2,6,2,0,0,7,5,0,4,3
34759,2011,7,18,5,898,1287,443,5982,2,5119,15,92,412,0,0,8,0,0,4,2,1,7,4,6,6,4,4,1,1,3,0,0,4,3
55209,2011,4,1,0,1006,2010,181,19661,5,5264,20,18,2060,1,0,8,0,0,14,10,5,7,4,4,5,6,2,1,1,0,1,1,1,1
21606,2011,3,27,2011,1011,294,443,45683,6,9589,3,79,1386,1,0,8,0,1,15,11,1,7,4,2,0,6,2,1,1,7,5,0,4,3
20748,2011,10,7,2011,817,1842,452,13937,1,9378,10,46,499,1,0,8,2841,1,8,5,1,7,4,0,2,1,1,0,0,1,0,0,4,3
73003,2013,2,15,6,320,941,1037,4627,4,11407,17,5,843,0,0,10,0,0,4,2,1,11,4,1,4,5,4,1,1,7,5,0,4,3
29246,2004,1,12,2004,3642,294,307,8935,1,7868,10,46,115,1,0,8,2512,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
29896,2011,2,22,12,1044,1074,1281,19652,6,10378,3,91,357,1,0,5,1450,0,3,1,0,4,0,0,2,6,2,0,0,6,4,1,1,1
30122,2013,1,26,2013,340,1600,443,36458,3,12130,17,25,2096,1,0,0,0,1,9,6,3,11,4,6,6,3,3,2,2,7,5,0,6,5
37159,2013,2,7,3,328,2107,2212,41115,7,15607,12,87,1566,1,0,4,0,1,9,6,3,3,2,0,2,6,2,1,1,3,0,0,6,5
62494,2011,2,26,37,1040,377,443,36018,6,5487,14,99,1270,1,0,8,0,1,7,4,2,7,4,1,4,6,2,2,2,3,0,0,1,1
54202,2012,10,13,2012,445,2109,2297,4869,0,4214,17,58,113,1,0,10,0,0,8,5,1,11,4,1,4,6,2,2,2,7,5,0,4,3
60549,2013,1,19,31,347,438,571,36418,7,84,7,85,1162,1,0,8,0,0,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
63553,2013,2,17,2013,318,508,638,33036,4,14843,17,58,414,1,0,10,0,0,15,11,1,11,4,1,4,6,2,3,3,7,5,0,4,3
13980,2013,3,23,13,284,1,2,32852,8,13766,1,20,784,2,0,10,0,0,14,10,5,11,4,4,5,6,2,1,1,3,0,0,1,1
56243,2013,3,14,2,293,1783,343,44258,5,13142,0,65,1655,1,0,8,1146,1,3,1,0,7,4,6,6,6,2,1,1,8,6,0,1,1
23544,2013,2,20,5,315,508,443,7712,3,8021,5,28,1423,1,0,12,0,0,3,1,0,9,4,0,2,6,2,1,1,8,6,0,5,4
73601,2012,10,5,2012,453,1930,1994,4745,0,4904,17,104,1771,1,0,10,0,1,8,5,1,11,4,0,2,6,2,3,3,7,5,0,4,3
13232,2011,10,7,2011,817,1704,307,21036,1,19417,10,46,837,1,0,12,734,1,3,1,0,8,0,0,2,6,2,0,0,6,4,1,1,1
24549,2011,8,5,2011,880,508,1850,18462,4,18840,13,102,483,1,0,8,2163,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
49792,2011,2,24,2,1042,106,340,45683,1,4010,3,55,923,1,0,8,536,0,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
36789,2013,4,3,29,273,294,443,9447,7,9842,16,111,972,1,0,8,1761,1,3,1,0,7,4,2,0,6,2,0,0,6,4,1,1,1
40035,2013,2,8,7,327,508,638,40203,3,4681,5,28,1433,1,0,12,666,1,3,1,0,9,4,3,1,6,2,2,2,6,4,1,1,1
70871,2013,2,15,19,320,2109,2294,26837,5,957,6,84,845,1,0,8,430,0,7,4,2,7,4,4,5,6,2,2,2,3,0,0,6,5
53126,2012,10,12,2012,446,1600,1667,42260,4,1170,17,104,215,1,0,10,0,1,9,6,3,11,4,0,2,6,2,1,1,7,5,0,6,5
57744,2013,2,15,13,320,1730,443,45426,1,18183,16,86,768,1,0,4,0,0,15,11,1,3,2,0,2,6,2,0,0,7,5,0,4,3
30902,2013,2,22,13,313,0,0,33932,0,14945,18,109,1201,1,0,8,1202,2,7,4,2,7,4,4,5,6,2,2,2,3,0,0,1,1
40155,2011,2,26,3,1040,1494,1612,45683,1,8948,3,91,1123,0,0,8,503,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
55484,2013,3,26,14,281,920,1073,12095,5,21293,6,106,1905,1,0,11,52,1,3,1,0,9,4,3,1,6,2,1,1,8,6,0,1,1
12965,2013,1,24,2013,342,1600,443,4696,3,15861,17,25,1873,1,0,0,0,1,8,5,1,11,4,6,6,6,2,3,3,7,5,0,4,3
1862,2011,4,8,2011,999,0,0,2539,6,455,10,59,1071,1,0,8,0,1,3,1,0,7,4,3,1,6,2,3,3,6,4,1,1,1
9531,2011,3,1,27,1037,1960,443,45683,1,9224,3,51,908,0,0,8,2067,0,3,1,0,7,4,1,4,6,2,1,1,8,6,0,1,1
21824,2011,7,22,2011,894,2060,2403,26946,1,19803,10,46,115,1,0,8,1100,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
63103,2012,10,8,2012,450,1647,1836,43850,4,19835,17,104,1924,0,0,4,0,1,9,6,3,3,2,0,2,6,2,3,3,5,3,1,1,1
66838,2011,8,2,2011,883,586,722,2021,4,1493,13,45,1487,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
39758,2013,4,4,3,272,657,757,32831,5,21124,6,101,1648,1,0,12,2733,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
15287,2013,8,3,5,151,201,443,14524,5,13436,6,73,736,1,0,11,934,1,3,1,0,9,4,4,5,6,2,1,1,8,6,0,1,1
14628,2013,1,4,11,362,508,443,15234,5,11721,0,0,693,1,0,8,2435,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,1,1
12434,2013,1,27,20,339,1859,1940,44183,0,20098,18,23,1491,1,0,8,0,1,0,0,1,7,4,5,3,6,2,4,4,3,0,0,4,3
39114,2011,7,29,2011,887,563,669,6530,4,801,4,81,555,1,0,8,0,1,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
26802,2011,7,30,2,886,2107,443,32121,2,6594,15,75,1042,1,0,8,751,1,3,1,0,7,4,2,0,6,2,1,1,8,6,0,1,1
17956,2012,12,18,0,379,68,48,45426,4,19294,9,82,68,1,0,10,0,1,4,2,1,11,4,3,1,6,2,1,1,1,0,0,4,3
9652,2011,2,24,16,1042,294,459,45683,1,21214,3,51,1130,1,0,8,640,0,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
73221,2013,3,14,13,293,1,2,16485,8,9765,1,119,1926,1,0,6,0,0,8,5,1,2,1,0,2,6,2,2,2,7,5,0,6,5
30495,2013,3,17,3,290,1,2,29096,8,13790,1,20,154,2,0,5,0,0,14,10,5,4,0,4,5,4,4,1,1,3,0,0,1,1
25095,2011,3,2,39,1036,508,443,16002,6,11244,11,122,681,1,0,8,504,1,3,1,0,7,4,3,1,6,2,0,0,6,4,1,1,1
37362,2012,10,16,2012,442,1893,1964,5741,3,8116,19,123,2002,1,0,8,0,1,0,0,1,7,4,0,2,6,2,2,2,7,5,0,4,3
30853,2011,4,14,37,993,508,443,21441,6,19085,3,91,1186,1,0,9,2861,1,3,1,0,10,4,3,1,6,2,1,1,6,4,1,1,1
37450,2011,4,4,2011,1003,0,0,25264,6,6335,10,59,1988,1,0,8,0,1,3,1,0,7,4,0,2,6,2,3,3,6,4,1,1,1
7709,2011,3,24,1,1014,1739,443,32957,6,9804,11,122,402,1,0,0,0,1,8,5,1,7,4,3,1,6,2,1,1,7,5,0,4,3
71149,2013,1,20,28,346,1859,1940,41010,3,237,15,75,1246,1,0,12,0,1,9,6,3,8,0,0,2,6,2,1,1,3,0,0,4,3
65429,2011,3,11,9,1027,508,443,23261,5,10444,20,52,1944,1,0,8,825,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
2279,2011,3,15,11,1023,1496,1610,13183,1,3766,3,91,325,1,0,8,1204,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
58659,2011,1,4,33,1093,1962,443,32708,6,11921,3,91,897,1,0,9,2860,1,3,1,0,10,4,5,3,6,2,0,0,6,4,1,1,1
56347,2012,10,3,2012,455,385,454,40798,4,17350,17,104,1853,1,0,10,0,1,15,11,1,11,4,0,2,6,2,1,1,3,0,0,4,3
48037,2013,2,20,2013,315,2125,2225,44793,4,9995,17,5,89,1,0,10,0,0,8,5,1,11,4,0,2,6,2,1,1,7,5,0,4,3
304,2011,3,16,9,1022,1549,2402,45683,1,11868,3,51,1129,1,0,8,2389,0,9,6,3,7,4,3,1,6,2,1,1,8,6,0,1,1
60334,2011,3,4,9,1034,1549,340,45683,1,9545,3,55,1060,1,0,8,1319,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
35035,2012,10,23,2012,435,1600,443,13788,0,16785,17,40,50,1,0,10,0,0,8,5,1,11,4,5,3,6,2,1,1,7,5,0,4,3
1632,2013,2,20,14,315,1010,1103,3414,4,2406,9,103,742,2,0,3,0,2,0,0,1,11,4,6,6,4,4,2,2,7,5,0,4,3
68282,2013,11,2,21,60,294,385,22126,1,14271,16,61,645,1,0,8,314,1,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
52597,2011,4,17,2011,990,247,340,32858,0,2003,2,42,657,1,0,8,1571,0,7,4,2,7,4,4,5,6,2,1,1,3,0,0,2,1
2155,2011,2,24,2011,1042,294,443,45683,6,4770,3,79,411,1,0,8,0,1,15,11,1,7,4,0,2,6,2,1,1,7,5,0,4,3
56324,2011,8,12,2011,873,586,722,37454,4,14817,13,22,1859,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
53263,2011,7,18,2011,898,574,443,32498,4,19473,13,54,781,1,0,8,0,1,15,11,1,7,4,3,1,4,4,1,1,7,5,0,4,3
66283,2012,10,26,2012,432,2109,2198,33847,3,10697,19,94,1328,0,0,8,0,0,9,6,3,7,4,0,2,6,2,1,1,7,5,0,6,5
68297,2011,3,19,16,1019,328,443,19614,6,3141,11,122,2033,1,0,11,1869,1,3,1,0,11,4,3,1,6,2,1,1,6,4,1,1,1
66942,2011,3,9,19,1029,294,384,45683,6,7475,3,24,304,1,0,9,484,1,3,1,0,10,4,2,0,6,2,1,1,8,6,0,1,1
408,2013,10,2,21,91,294,385,37130,1,14276,16,61,876,1,0,8,314,1,3,1,0,7,4,3,1,6,2,2,2,8,6,0,1,1
40180,2011,3,26,39,1012,508,443,19797,5,6483,20,52,1203,1,0,8,167,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
16240,2011,2,28,2,1038,16,11,45683,6,21248,3,91,1647,1,0,8,2618,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,1,1
24437,2011,7,30,2011,886,822,909,15269,1,9284,10,46,1028,1,0,8,1346,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
6210,2013,1,31,2013,335,2109,1765,35175,3,12173,19,94,1293,0,0,8,0,0,0,0,1,7,4,0,2,6,2,1,1,3,0,0,4,3
65242,2011,2,24,2011,1042,0,0,43935,6,5514,14,53,530,1,0,8,0,0,0,0,1,7,4,0,2,0,0,2,2,3,0,0,4,3
24615,2011,8,3,2011,882,574,443,18836,4,6648,13,54,1741,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
55748,2013,3,20,3,287,1091,443,43411,0,70,0,50,1113,1,0,4,1444,1,3,1,0,3,2,5,3,6,2,1,1,8,6,0,1,1
10808,2011,7,12,2011,904,723,443,29688,3,2704,4,6,1687,1,0,8,0,1,8,5,1,7,4,5,3,3,3,1,1,7,5,0,4,3
49461,2011,7,16,2011,900,2109,2130,9347,4,17124,4,7,1696,1,0,8,0,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,5,4
10187,2011,3,3,14,1035,328,443,30853,6,11999,11,35,916,1,0,0,0,1,15,11,1,7,4,3,1,6,2,2,2,7,5,0,4,3
30169,2013,2,20,24,315,29,78,33934,0,2518,8,17,254,1,0,8,860,1,11,7,1,7,4,0,2,4,4,2,2,5,3,1,1,1
45003,2011,3,4,20,1034,508,443,34799,6,8900,11,122,377,1,0,0,0,1,15,11,1,7,4,0,2,4,4,1,1,7,5,0,4,3
29475,2011,4,10,2011,997,2065,1180,44955,8,266,2,14,1411,1,0,8,505,0,7,4,2,7,4,4,5,4,4,0,0,3,0,0,2,1
67368,2013,2,20,4,315,788,977,26956,5,7192,6,96,1016,1,0,1,1369,1,3,1,0,0,0,3,1,6,2,1,1,8,6,0,1,1
65354,2013,1,20,2013,346,385,443,37970,4,16961,17,5,1476,0,0,10,0,0,15,11,1,11,4,0,2,7,5,0,0,7,5,0,4,3
59864,2013,3,25,5,282,2109,443,40567,5,18729,0,0,1763,1,0,8,1101,1,3,1,0,7,4,6,6,6,2,2,2,8,6,0,1,1
36107,2012,10,19,2012,439,2109,2297,45217,3,5663,17,9,1108,2,0,10,0,1,9,6,3,11,4,6,6,6,2,1,1,7,5,0,6,5
17670,2011,2,23,10,1043,1399,443,12637,6,16825,3,91,357,1,0,8,2129,0,3,1,0,7,4,3,1,6,2,1,1,8,6,0,1,1
45099,2011,3,24,31,1014,1268,1655,16232,8,2592,11,83,220,1,0,8,0,1,13,7,1,7,4,0,2,6,2,1,1,7,5,0,4,3
33315,2013,1,24,28,342,438,571,43411,7,2641,7,85,1313,1,0,8,0,0,4,2,1,7,4,0,2,4,4,2,2,3,0,0,4,3
1798,2011,7,24,2011,892,294,307,26358,1,8609,10,46,393,1,0,8,2511,1,3,1,0,7,4,0,2,6,2,0,0,8,6,0,1,1
15625,2013,2,20,9,315,29,78,43411,0,6243,8,17,232,1,0,8,860,0,14,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
71041,2013,1,18,35,348,1091,443,14533,4,18595,9,10,1601,1,0,8,746,1,3,1,0,7,4,4,5,6,2,1,1,2,4,1,2,1
14802,2012,10,25,16,433,574,722,20202,4,17901,9,118,29,1,0,0,0,1,0,0,1,7,4,6,6,6,2,1,1,7,5,0,4,3
70723,2012,10,13,2012,445,1586,1739,7607,0,1740,19,19,196,1,0,12,2405,1,14,10,5,7,4,4,5,6,2,1,1,7,5,0,2,1
36579,2013,2,2,31,333,445,567,39444,7,16828,12,116,157,1,0,11,193,1,14,10,5,7,4,4,5,6,2,2,2,3,0,0,1,1
55771,2011,3,9,42,1029,508,1655,3655,8,7573,11,83,1394,1,0,8,193,1,14,10,5,7,4,0,2,6,2,2,2,3,0,0,1,1
11291,2011,4,2,2011,1005,108,340,8668,0,21070,2,14,1140,1,0,8,0,0,4,2,1,7,4,0,2,0,0,0,0,7,5,0,4,3
53452,2012,10,21,2012,437,2109,2297,40168,3,17844,17,9,1737,1,0,10,0,1,8,5,1,11,4,6,6,6,2,2,2,7,5,0,4,3
73294,2013,1,31,5,335,2080,2189,9909,0,10954,8,63,2085,1,0,8,0,1,13,7,1,7,4,0,2,6,2,2,2,3,0,0,4,3
42193,2012,10,17,3,441,864,1430,16635,4,19409,9,97,808,0,0,0,0,0,14,10,5,4,0,6,6,4,4,1,1,3,0,0,2,1
22069,2011,3,29,39,1009,508,1655,30043,6,18236,11,35,1862,1,0,8,1846,1,3,1,0,7,4,0,2,6,2,1,1,6,4,1,1,1
32094,2011,7,28,2011,888,294,443,39462,4,1913,4,89,1673,1,0,8,1918,0,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
33954,2011,3,28,4,1010,2107,951,28974,8,9207,11,83,1450,0,0,8,193,1,14,10,5,7,4,4,5,6,2,1,1,3,0,0,1,1
65569,2013,1,27,4,339,657,443,44558,3,19718,5,31,1909,1,0,10,1603,1,3,1,0,7,4,3,1,6,2,1,1,6,4,1,2,1
14971,2013,2,13,7,322,294,1940,13050,3,5529,5,30,431,1,0,8,0,0,8,5,1,7,4,6,6,6,2,2,2,7,5,0,4,3
53392,2012,10,16,2012,442,1867,1956,19696,3,7115,19,107,143,0,0,8,0,1,9,6,3,7,4,0,2,6,2,0,0,7,5,0,6,5
38014,2013,1,18,2013,348,508,478,43411,7,116,7,85,670,1,0,8,878,0,9,6,3,7,4,0,2,6,2,2,2,1,0,0,2,1
47887,2011,3,25,1,1013,1443,457,4932,8,11619,14,3,2091,1,0,1,169,1,6,10,5,4,0,4,5,6,2,1,1,6,4,1,1,1
427,2011,3,17,34,1021,508,1655,22798,8,21032,11,83,1189,1,0,8,193,1,14,10,5,7,4,0,2,6,2,1,1,3,0,0,1,1
47187,2011,7,7,2011,909,1389,1526,30112,4,16649,4,66,51,1,0,8,0,1,8,5,1,7,4,0,2,6,2,2,2,7,5,0,4,3
57770,2013,2,18,11,317,2022,2166,14996,3,6301,5,28,1441,1,0,12,667,1,3,1,0,9,4,3,1,6,2,1,1,9,2,2,1,1
35802,2011,3,17,0,1021,1443,457,35527,8,18745,14,3,2063,0,0,1,2415,1,6,10,5,4,0,4,5,6,2,1,1,6,4,1,1,1
5807,2013,1,22,10,344,324,2188,33794,0,10654,18,110,2021,1,0,10,0,1,9,6,3,11,4,0,2,0,0,0,0,7,5,0,6,5
29766,2013,3,13,6,294,1842,443,28877,5,2274,0,0,11,1,0,8,176,1,3,1,0,7,4,0,2,6,2,1,1,8,6,0,1,1
69039,2011,7,8,2011,908,574,443,30235,4,19008,4,66,1671,1,0,8,0,1,9,6,3,7,4,0,2,6,2,2,2,7,5,0,6,5
25933,2011,4,20,2011,987,1824,1920,38001,2,12848,10,62,413,1,0,8,0,1,8,5,1,7,4,0,2,6,2,1,1,7,5,0,4,3
71281,2011,3,19,16,1019,328,443,18894,6,14446,11,122,2033,1,0,11,1869,1,3,1,0,11,4,3,1,6,2,1,1,6,4,1,1,1
66591,2011,3,10,2011,1028,508,635,34457,8,11274,2,76,1135,1,0,8,1468,1,14,10,5,7,4,3,1,6,2,1,1,8,6,0,1,1
44836,2011,3,25,21,1013,294,373,44520,8,12476,14,3,2091,1,0,1,169,1,6,10,5,7,4,3,1,6,2,1,1,6,4,1,1,1
70648,2013,1,23,7,343,680,806,10296,7,163,7,47,1384,0,0,8,616,0,4,2,1,7,4,4,5,6,2,1,1,3,0,0,4,3
24112,2013,3,23,41,284,508,443,36260,5,13571,6,73,1044,0,0,8,2671,1,3,1,0,7,4,0,2,6,2,2,2,8,6,0,6,5
53139,2012,10,5,2012,453,385,443,33156,0,2372,17,105,798,1,0,10,249,1,8,5,1,11,4,4,5,4,4,1,1,7,5,0,4,3
16115,2013,3,13,13,294,1,2,10386,8,20691,1,119,1257,1,0,10,0,0,14,10,5,11,4,4,5,4,4,1,1,3,0,0,1,1
12360,2011,4,13,2011,994,809,895,360,2,3755,10,62,1521,1,0,8,0,0,8,5,1,7,4,5,3,6,2,1,1,7,5,0,4,3
