id,year_recorded,month_recorded,day_recorded,age_of_pump,date_recorded_distance_days_20140101
37338,2011,3,24,2,1014
35493,2011,3,20,5,1018
3514,2012,10,11,2012,447
51018,2013,1,27,2013,339
64267,2011,7,12,2011,904
69342,2011,3,15,24,1023
7021,2011,7,18,2011,898
8493,2011,3,25,16,1013
37597,2011,4,8,2011,999
18633,2013,2,16,4,319
40060,2013,2,2,2013,333
17019,2012,10,7,2012,451
72404,2013,1,23,2,343
24455,2011,3,5,11,1033
37496,2011,7,14,2011,902
58244,2011,3,18,4,1020
34924,2013,2,10,8,325
41408,2011,2,19,33,1047
38412,2013,2,18,8,317
30531,2013,3,18,4,289
25883,2011,7,14,2011,902
19222,2011,2,14,2,1052
20938,2013,1,4,11,362
17442,2011,3,28,32,1010
72726,2011,3,13,6,1025
43724,2013,3,22,13,285
17557,2011,7,12,2011,904
52772,2013,2,2,18,333
15042,2013,3,14,3,293
21528,2013,1,25,4,341
23418,2011,3,26,2011,1012
52095,2012,10,28,2012,430
54103,2011,3,19,4,1019
34260,2013,7,3,14,182
11947,2012,10,6,2012,452
37037,2011,8,10,9,875
35559,2011,3,27,2011,1011
68981,2011,4,1,3,1006
9065,2013,5,4,6,242
31519,2013,2,18,2013,317
54898,2011,3,7,2,1031
4830,2011,7,8,2011,908
6586,2012,10,31,2012,427
43447,2011,2,19,33,1047
42534,2013,2,7,23,328
42979,2011,3,29,2011,1009
44944,2011,7,29,17,887
59459,2011,7,19,2011,897
54049,2011,3,17,1,1021
59936,2013,3,11,13,296
50244,2013,1,28,3,338
61006,2013,3,19,4,288
34163,2011,4,17,2011,990
15780,2012,10,27,2012,431
18282,2012,10,20,2012,438
70992,2011,7,26,2011,890
14756,2013,2,17,33,318
7889,2011,3,8,3,1030
3187,2013,2,16,28,319
6390,2011,3,25,2011,1013
800,2011,7,20,2011,896
30503,2013,2,16,28,319
55685,2012,10,15,2012,443
39267,2013,1,26,2013,340
6105,2013,2,26,11,309
59362,2011,3,21,1,1017
33667,2011,3,16,40,1022
69466,2012,10,20,2012,438
65446,2013,1,30,2013,336
47497,2011,3,15,26,1023
3909,2012,12,13,2012,384
14911,2011,4,15,2011,992
58437,2011,8,5,2011,880
61539,2011,3,3,1,1035
43223,2011,4,11,2011,996
41231,2011,2,23,33,1043
44760,2011,3,19,37,1019
53998,2013,2,24,41,311
71744,2011,3,8,1,1030
57799,2013,3,30,6,277
42264,2011,3,24,3,1014
62835,2011,3,25,33,1013
26613,2012,10,25,2012,433
19178,2012,10,22,2012,436
52358,2013,5,4,1,242
41416,2011,2,28,1,1038
55501,2012,10,24,2012,434
70760,2013,2,17,8,318
47281,2011,4,5,2011,1002
5810,2013,3,17,3,290
15686,2012,10,21,27,437
44818,2013,2,27,3,308
73193,2011,8,12,2011,873
43136,2013,1,18,4,348
39498,2013,1,21,3,345
46125,2011,3,26,39,1012
36695,2013,3,18,39,289
48911,2013,3,18,1,289
27647,2011,3,12,0,1026
7915,2011,3,30,8,1008
5879,2011,7,15,22,901
53669,2013,1,19,39,347
29961,2013,1,25,5,341
73395,2013,7,3,4,182
35776,2011,7,18,2011,898
57985,2013,2,26,2,309
48757,2013,1,15,2013,351
50027,2011,3,1,12,1037
17103,2011,7,8,2011,908
19130,2011,3,31,2011,1007
47592,2013,1,20,9,346
14713,2013,1,20,3,346
69369,2013,2,13,11,322
69909,2011,8,12,2011,873
7505,2011,3,24,3,1014
11040,2013,1,16,30,350
26861,2013,3,21,13,286
73618,2013,2,13,40,322
22919,2013,3,18,52,289
58789,2011,3,14,6,1024
54508,2011,7,29,2011,887
5723,2011,10,4,33,820
68380,2013,2,3,35,332
68893,2011,2,26,1,1040
56448,2011,4,1,2011,1006
35106,2013,3,21,13,286
13662,2012,10,25,16,433
73700,2013,1,21,7,345
24899,2013,2,22,1,313
26628,2013,1,24,8,342
41274,2011,4,15,2011,992
15441,2012,10,6,2012,452
72530,2013,2,10,9,325
33328,2013,2,8,2,327
27864,2012,10,14,2012,444
6896,2013,3,4,21,303
53581,2011,3,15,15,1023
21797,2013,2,16,19,319
26263,2011,3,1,15,1037
73639,2011,3,19,2011,1019
20528,2011,7,14,2011,902
3241,2013,2,21,40,314
48088,2013,1,26,34,340
16881,2013,1,25,5,341
49800,2011,3,26,2011,1012
8938,2013,2,5,35,330
1809,2012,10,6,2012,452
9489,2011,3,3,17,1035
17117,2011,3,18,2011,1020
72077,2013,2,23,1,312
2549,2013,3,19,2,288
14566,2012,10,19,2012,439
11793,2011,8,4,2011,881
60053,2011,7,26,2011,890
60192,2011,3,9,26,1029
70115,2011,4,13,27,994
69531,2013,3,25,13,282
42498,2013,2,22,3,313
3685,2013,2,24,13,311
55729,2011,3,27,33,1011
10078,2013,1,16,23,350
47606,2012,10,19,2012,439
42220,2011,8,3,2011,882
20085,2013,1,20,6,346
56679,2013,2,9,7,326
53121,2013,2,28,26,307
32961,2012,10,22,2012,436
32933,2011,8,5,2011,880
6203,2013,2,4,23,331
69409,2011,3,15,29,1023
69593,2012,10,26,2012,432
53833,2011,5,3,5,974
72107,2013,3,27,7,280
52953,2012,10,16,1,442
53018,2011,3,26,15,1012
12572,2013,2,1,2013,334
38609,2013,2,6,29,329
54989,2013,2,4,33,331
70149,2011,3,17,11,1021
20666,2013,2,16,7,319
70703,2011,3,7,2011,1031
26947,2011,3,30,2011,1008
4343,2013,1,21,36,345
40095,2013,2,21,40,314
64574,2013,2,22,39,313
27227,2013,2,13,1,322
55577,2013,7,3,46,182
42077,2011,3,24,3,1014
16797,2011,3,10,1,1028
53122,2013,3,3,2013,304
29702,2011,3,3,2,1035
71912,2011,3,4,15,1034
23726,2013,4,3,5,273
69383,2011,3,13,33,1025
38101,2013,3,19,14,288
700,2011,4,13,2011,994
22125,2011,4,9,2011,998
60467,2013,1,23,41,343
52781,2011,3,9,22,1029
48068,2011,3,11,0,1027
12795,2013,2,11,1,324
62024,2011,3,16,14,1022
69632,2011,2,24,26,1042
14854,2013,1,30,28,336
68405,2011,3,12,25,1026
33247,2012,10,23,18,435
30699,2011,3,18,5,1020
55265,2013,2,17,4,318
60178,2013,3,14,13,293
22408,2013,2,12,6,323
38765,2013,1,20,7,346
25383,2011,7,26,2011,890
39266,2012,10,25,2012,433
459,2012,10,5,2012,453
6137,2011,4,1,2011,1006
53511,2013,2,19,28,316
36027,2013,3,1,2,306
58181,2013,8,3,7,151
63890,2012,10,7,2012,451
39238,2013,8,3,0,151
48883,2012,10,17,2012,441
26288,2013,1,21,9,345
13497,2013,2,16,25,319
58289,2012,10,19,2012,439
15750,2013,3,21,13,286
41468,2012,10,24,2012,434
8432,2013,1,26,31,340
18413,2011,2,22,2,1044
52217,2011,7,11,2011,905
30566,2011,3,11,27,1027
33,2012,10,20,2012,438
72254,2012,12,15,10,382
12140,2011,3,5,14,1033
25550,2013,2,20,6,315
15858,2013,3,21,13,286
57903,2013,3,25,23,282
70588,2011,3,14,2011,1024
59538,2013,3,2,16,305
50567,2013,3,19,13,288
10109,2013,2,14,2013,321
36948,2011,7,27,2011,889
69575,2011,7,14,2011,902
35170,2013,3,14,6,293
41989,2013,2,7,28,328
24050,2011,4,17,2011,990
34030,2011,7,11,2011,905
59074,2013,5,4,5,242
38214,2013,3,17,53,290
30469,2011,3,27,2011,1011
53614,2011,8,6,2011,879
21655,2011,7,31,2011,885
68699,2011,7,16,2011,900
42661,2011,3,5,1,1033
38149,2013,1,24,6,342
20714,2011,8,4,33,881
27167,2013,6,3,5,212
46961,2011,3,14,1,1024
45385,2011,7,11,2011,905
27316,2013,2,1,2013,334
5952,2013,2,4,12,331
36392,2013,1,15,5,351
34925,2012,10,18,32,440
24801,2012,10,13,2012,445
21560,2011,3,6,1,1032
56612,2011,3,5,8,1033
72657,2011,2,28,7,1038
44006,2013,2,14,23,321
14656,2013,1,29,33,337
22519,2011,3,26,10,1012
41047,2011,3,27,16,1011
57052,2013,2,8,4,327
46895,2011,2,28,28,1038
62152,2011,3,13,2011,1025
42585,2013,2,14,17,321
17437,2011,3,18,29,1020
19484,2011,3,10,3,1028
51153,2011,2,25,0,1041
58912,2013,1,24,15,342
49774,2011,7,27,2011,889
68485,2011,2,28,1,1038
3020,2013,2,3,1,332
20665,2013,2,11,2013,324
38176,2011,3,8,40,1030
51621,2011,4,14,2,993
72491,2011,3,6,3,1032
31633,2013,2,8,28,327
66925,2011,7,12,2011,904
45546,2013,2,7,10,328
62530,2012,12,16,42,381
21176,2013,1,20,30,346
62765,2013,3,22,3,285
32251,2013,2,27,14,308
37454,2011,2,19,6,1047
49610,2011,4,16,2011,991
18034,2013,3,19,14,288
24075,2012,11,13,2012,414
34380,2013,2,14,7,321
13388,2013,2,15,13,320
63855,2011,3,26,2011,1012
22049,2012,12,14,13,383
9574,2011,3,5,2011,1033
39639,2011,3,11,45,1027
66680,2012,10,11,2012,447
43008,2013,3,26,40,281
20381,2013,2,22,9,313
22424,2013,2,14,1,321
71221,2013,3,19,17,288
9706,2013,3,16,11,291
34154,2013,3,13,4,294
57163,2013,2,8,0,327
26484,2012,10,18,2012,440
30027,2013,1,20,30,346
32638,2013,2,10,2013,325
14455,2013,2,18,37,317
61031,2011,3,31,49,1007
25078,2013,3,22,19,285
50248,2011,3,13,6,1025
52874,2013,2,27,30,308
57223,2011,7,14,2011,902
17191,2011,4,16,5,991
45999,2013,2,17,7,318
66033,2011,3,20,20,1018
5418,2011,3,21,21,1017
65576,2011,3,15,4,1023
57780,2012,10,19,2012,439
38569,2011,3,3,8,1035
19852,2012,11,6,2012,421
26761,2011,3,18,4,1020
60943,2011,7,17,28,899
29524,2011,3,5,27,1033
7641,2011,3,18,31,1020
57091,2011,3,8,32,1030
6227,2012,11,11,2012,416
65437,2011,7,15,2011,901
31020,2011,7,6,2011,910
38479,2013,2,18,13,317
64186,2011,2,26,8,1040
1613,2011,4,1,2011,1006
5838,2011,3,29,2011,1009
30821,2013,3,29,18,278
44765,2011,3,13,3,1025
29428,2013,1,21,6,345
36845,2011,3,22,16,1016
47707,2011,3,8,19,1030
69962,2013,2,1,38,334
8674,2011,3,17,31,1021
72412,2013,1,24,5,342
37003,2011,3,3,26,1035
32371,2011,8,10,2011,875
57757,2013,3,18,41,289
65519,2011,3,7,31,1031
15822,2013,1,28,37,338
33096,2011,8,3,2011,882
15765,2011,12,3,3,760
28231,2011,3,17,2011,1021
55348,2011,7,19,2011,897
5006,2011,3,21,8,1017
72414,2011,3,5,3,1033
54750,2013,2,12,31,323
40231,2013,3,29,6,278
2402,2011,7,22,7,894
20010,2013,2,3,28,332
57294,2011,3,15,2011,1023
52971,2013,2,28,14,307
11777,2013,2,10,21,325
56197,2011,3,22,3,1016
61888,2013,1,19,2013,347
65643,2011,8,3,2011,882
46564,2013,9,3,5,120
66528,2012,10,10,2012,448
42525,2011,3,7,48,1031
68740,2012,10,24,16,434
37127,2013,2,1,7,334
60407,2011,4,8,2011,999
58157,2011,4,6,2011,1001
64047,2013,9,3,5,120
64817,2011,7,16,2011,900
33968,2011,8,12,2011,873
18364,2013,11,3,5,59
46150,2012,10,21,5,437
8548,2013,1,15,28,351
10678,2011,2,28,13,1038
3997,2011,2,18,6,1048
14408,2011,7,19,2011,897
57725,2013,2,13,21,322
52872,2013,1,16,2013,350
28904,2011,1,8,2011,1089
24068,2013,2,22,2,313
58068,2011,3,6,37,1032
56804,2011,8,26,2011,859
66022,2011,3,18,39,1020
53374,2011,4,14,2011,993
11469,2012,10,13,2012,445
35485,2012,10,16,2012,442
16754,2011,4,1,2011,1006
22618,2011,3,1,9,1037
52369,2013,2,5,2013,330
27943,2012,10,28,2012,430
9640,2013,1,22,28,344
42587,2013,1,16,11,350
32133,2013,2,25,2013,310
32670,2011,11,7,2011,786
55331,2011,4,6,2011,1001
22667,2011,3,5,35,1033
27337,2011,7,8,2011,908
46802,2013,2,8,37,327
4328,2011,7,14,2011,902
8168,2011,3,5,5,1033
73006,2013,1,31,2013,335
61739,2013,1,26,33,340
21586,2013,1,25,2,341
70480,2013,1,21,28,345
68250,2013,2,15,29,320
64179,2013,1,14,53,352
53734,2011,3,4,4,1034
16398,2011,2,19,11,1047
7668,2011,3,14,4,1024
60736,2013,2,19,2013,316
62218,2013,2,19,2013,316
73512,2013,2,28,19,307
57907,2011,3,15,10,1023
37027,2011,3,3,9,1035
38860,2011,7,30,24,886
67188,2011,3,9,2,1029
62082,2011,7,25,2011,891
24735,2013,2,7,19,328
40301,2013,3,18,3,289
40006,2012,10,6,2012,452
71901,2012,10,19,16,439
50355,2011,3,19,2011,1019
26326,2013,2,20,13,315
47301,2011,8,5,2011,880
49380,2011,7,30,2011,886
63753,2013,4,3,14,273
41524,2013,1,24,13,342
43809,2011,7,11,2011,905
15474,2011,8,14,2011,871
36733,2011,8,6,2011,879
50455,2013,8,3,19,151
20559,2013,3,5,1,302
13941,2013,1,23,1,343
45871,2013,2,23,1,312
20027,2011,8,11,7,874
14470,2013,1,23,38,343
16204,2011,7,25,2011,891
28595,2011,7,20,2011,896
59641,2013,2,27,3,308
40484,2011,7,27,2011,889
1447,2011,2,25,2,1041
64239,2013,2,15,3,320
30440,2013,2,27,3,308
13724,2011,7,9,2011,907
18361,2011,7,7,2011,909
32227,2012,10,13,2012,445
20360,2011,3,1,7,1037
23697,2011,7,6,2011,910
8327,2011,6,4,33,942
54805,2011,8,6,2011,879
16759,2011,3,7,1,1031
33625,2012,10,18,2012,440
57547,2011,3,5,39,1033
12949,2013,1,18,31,348
30864,2013,3,15,41,292
15058,2011,8,8,2011,877
64784,2011,2,23,4,1043
18253,2011,4,15,5,992
47131,2013,2,27,39,308
2812,2013,3,20,4,287
34209,2011,3,2,9,1036
69650,2011,7,30,2011,886
22689,2011,3,30,31,1008
6619,2013,1,17,2013,349
58385,2011,7,29,16,887
20519,2013,2,5,4,330
53675,2011,3,23,10,1015
15540,2011,3,24,2011,1014
72163,2013,2,13,10,322
70848,2011,4,3,2011,1004
4200,2013,2,15,48,320
5671,2013,2,20,5,315
46299,2011,3,14,7,1024
45672,2011,2,28,3,1038
22265,2013,2,17,8,318
70310,2013,2,14,8,321
65152,2011,7,17,2011,899
54102,2011,3,28,13,1010
60185,2013,4,4,2013,272
23554,2011,7,7,0,909
56152,2011,2,18,16,1048
32829,2011,7,21,2011,895
58566,2013,1,11,13,355
64662,2011,3,30,2011,1008
41841,2013,3,20,3,287
63289,2013,2,18,3,317
35738,2011,3,10,2011,1028
71914,2012,10,18,2012,440
43259,2011,3,16,14,1022
70449,2013,2,15,11,320
58918,2013,1,3,14,363
8667,2013,5,4,2013,242
1324,2011,7,13,2011,903
26441,2013,1,23,1,343
34150,2011,3,8,19,1030
9550,2011,7,12,2011,904
51624,2013,1,9,33,357
53829,2013,3,19,3,288
52882,2011,3,23,2,1015
32842,2011,7,31,2011,885
17743,2011,4,1,2011,1006
29492,2013,1,27,4,339
72038,2013,1,27,2013,339
61182,2011,8,7,2011,878
17042,2013,2,3,2,332
39249,2011,8,3,3,882
23735,2011,3,17,7,1021
4685,2013,9,3,18,120
6303,2012,11,5,2012,422
7107,2011,3,7,10,1031
9129,2012,10,23,2012,435
16289,2011,3,18,37,1020
8898,2011,7,11,2011,905
53842,2011,3,13,3,1025
23780,2013,10,2,21,91
10054,2011,3,23,21,1015
37631,2013,2,3,33,332
19818,2012,10,26,2012,432
30577,2012,12,14,2012,383
14092,2011,8,3,2,882
50304,2013,2,17,2013,318
8029,2013,1,18,10,348
30450,2012,10,17,2012,441
14450,2013,3,8,6,299
69513,2011,8,1,2011,884
30852,2011,4,9,2011,998
69860,2013,1,23,31,343
45557,2012,10,16,2012,442
37682,2013,6,3,5,212
35091,2011,3,18,2011,1020
7496,2011,2,23,3,1043
47666,2013,3,29,9,278
73328,2011,3,19,2011,1019
6755,2011,7,29,2011,887
69731,2013,1,25,2013,341
45882,2012,10,31,7,427
52863,2013,2,12,15,323
10887,2011,3,25,2,1013
32006,2013,1,11,13,355
34450,2011,3,20,2,1018
73314,2011,3,5,37,1033
28018,2011,3,28,41,1010
45222,2013,2,2,23,333
44784,2013,2,14,10,321
65658,2013,2,18,13,317
67956,2013,2,6,13,329
64429,2011,4,15,2,992
72302,2011,8,13,2011,872
70233,2011,7,31,2011,885
65313,2011,8,5,2011,880
6556,2013,1,30,43,336
5489,2013,2,3,2013,332
66871,2011,7,8,2011,908
31703,2011,7,19,2011,897
56066,2013,2,20,2013,315
29630,2013,3,13,40,294
6501,2013,3,19,13,288
43094,2013,1,19,3,347
32382,2011,7,24,2011,892
42651,2012,10,25,2012,433
31998,2013,1,23,31,343
2453,2011,3,1,16,1037
46916,2013,3,15,41,292
6626,2013,12,3,34,29
72406,2011,8,13,2011,872
8053,2013,3,22,13,285
2883,2013,2,25,8,310
60684,2013,2,15,17,320
11406,2011,3,4,9,1034
4311,2013,2,3,8,332
20196,2011,7,6,2011,910
47561,2013,3,13,17,294
3708,2011,3,25,38,1013
14592,2011,2,3,8,1063
47288,2013,1,21,35,345
61864,2011,3,23,2011,1015
53330,2011,3,8,19,1030
34953,2011,7,12,2011,904
61392,2011,7,13,2011,903
56662,2013,3,7,4,300
30395,2013,1,4,43,362
53086,2004,1,7,-5,3647
67140,2011,7,18,2011,898
67306,2013,2,6,4,329
52298,2013,3,15,2,292
66794,2011,7,26,2011,890
56524,2013,2,4,4,331
55754,2011,7,19,2011,897
68486,2013,2,7,11,328
53248,2013,1,26,34,340
71274,2012,10,24,2012,434
63848,2011,3,13,2,1025
35416,2011,3,24,2011,1014
41289,2011,8,2,2,883
53881,2011,8,3,2011,882
28253,2013,3,2,13,305
4396,2012,10,20,2012,438
56580,2013,2,4,3,331
59250,2013,3,14,13,293
48224,2013,2,3,4,332
51212,2011,4,4,2011,1003
31405,2013,3,16,41,291
46047,2012,10,18,2012,440
45198,2011,3,30,6,1008
52396,2013,3,18,11,289
2383,2011,8,5,2011,880
18587,2013,3,4,4,303
68168,2013,2,9,8,326
17530,2011,7,29,2011,887
62739,2013,1,24,2013,342
4380,2011,7,22,2011,894
44279,2013,3,3,3,304
40078,2011,7,29,2011,887
16774,2011,4,18,6,989
34803,2011,4,17,2011,990
13829,2013,3,1,15,306
65134,2013,2,14,17,321
1731,2013,3,22,41,285
9475,2011,3,10,2011,1028
5034,2013,2,5,22,330
42256,2013,2,21,2,314
29531,2012,10,27,2012,431
56009,2013,2,10,7,325
37210,2011,3,24,27,1014
44907,2011,8,19,27,866
55817,2013,3,18,41,289
31753,2013,3,22,41,285
51196,2011,3,18,3,1020
50193,2011,3,14,19,1024
54741,2013,1,18,31,348
72665,2011,6,4,33,942
58947,2011,3,29,33,1009
29410,2013,3,22,19,285
9088,2013,2,20,4,315
49184,2011,3,13,8,1025
56534,2011,3,11,26,1027
57364,2013,2,3,6,332
58582,2013,2,19,11,316
37681,2011,2,19,39,1047
19628,2011,3,1,7,1037
72488,2011,7,8,2011,908
60447,2011,4,14,37,993
30834,2013,2,14,7,321
54978,2011,3,11,14,1027
40618,2013,5,3,25,243
52974,2012,10,21,4,437
70045,2011,3,16,2011,1022
71289,2013,10,3,15,90
64717,2013,2,21,22,314
28346,2011,3,24,37,1014
33284,2011,3,25,3,1013
13059,2011,7,27,2011,889
1387,2011,7,17,20,899
9709,2011,3,22,1,1016
43248,2013,2,14,23,321
24760,2011,3,22,2,1016
29761,2013,5,3,14,243
29339,2011,7,25,2011,891
10520,2011,2,27,1,1039
33000,2011,3,10,3,1028
9135,2013,2,10,21,325
60100,2013,2,2,0,333
7038,2013,3,4,5,303
38525,2013,11,3,5,59
28897,2011,4,18,2011,989
49425,2011,3,11,33,1027
18186,2011,3,8,6,1030
66202,2011,2,4,1,1062
69855,2011,7,27,2011,889
21095,2011,2,4,33,1062
37069,2012,10,27,37,431
28017,2013,2,18,6,317
36548,2013,2,7,28,328
6627,2013,3,24,13,283
49037,2011,2,24,11,1042
59968,2013,2,28,2,307
6317,2011,2,23,17,1043
2998,2011,8,1,2011,884
59579,2011,4,15,2011,992
64282,2011,4,13,10,994
33134,2011,3,6,27,1032
30117,2013,2,4,41,331
19227,2013,12,3,5,29
23839,2011,2,25,23,1041
9384,2011,7,19,2011,897
66337,2011,7,19,2011,897
53644,2012,10,24,38,434
38459,2013,1,16,35,350
14550,2011,3,11,0,1027
16012,2011,2,25,29,1041
22864,2011,4,17,2011,990
43218,2011,3,6,17,1032
4662,2011,4,12,2011,995
30049,2011,3,18,6,1020
9307,2012,10,11,2012,447
71180,2012,10,28,2012,430
36988,2012,10,22,2012,436
14463,2011,3,25,18,1013
8477,2013,3,16,33,291
22546,2011,3,11,36,1027
32641,2011,4,17,2011,990
18897,2013,3,15,23,292
38754,2013,2,20,18,315
509,2013,1,30,43,336
40737,2013,3,20,4,287
12877,2012,10,24,2012,434
62560,2012,10,5,2012,453
44642,2013,3,19,10,288
18204,2013,2,20,35,315
2524,2011,4,9,27,998
73852,2011,8,4,2011,881
41972,2013,5,2,1,244
65498,2013,2,26,3,309
43054,2011,2,21,2011,1045
60125,2011,3,4,14,1034
6738,2013,2,8,2013,327
25845,2013,1,31,26,335
49550,2013,1,16,17,350
40363,2012,10,20,2012,438
21839,2013,1,18,17,348
58999,2013,2,2,19,333
9990,2011,7,29,2011,887
57013,2011,3,9,2011,1029
17351,2011,7,21,10,895
40557,2011,3,19,2011,1019
54692,2011,2,25,3,1041
44954,2011,2,21,2011,1045
30641,2013,2,23,50,312
5542,2012,10,11,2012,447
61288,2011,3,2,24,1036
7970,2012,11,4,2012,423
70954,2013,3,28,24,279
56898,2011,7,20,2011,896
13182,2012,10,22,4,436
21091,2011,3,9,7,1029
45567,2011,3,12,3,1026
68918,2013,3,19,3,288
68171,2011,7,9,2011,907
23294,2013,2,8,2013,327
71783,2011,7,29,20,887
52771,2012,10,13,2012,445
51519,2013,2,21,8,314
60412,2011,3,16,24,1022
38561,2011,3,15,14,1023
26779,2011,7,10,2011,906
39095,2012,10,14,2012,444
25651,2011,8,6,2011,879
71790,2011,3,10,30,1028
10134,2013,1,29,2013,337
13466,2013,7,2,18,183
59285,2013,5,3,5,243
14668,2011,7,11,2011,905
50084,2011,2,21,2,1045
51266,2011,7,5,2011,911
26144,2011,7,25,2011,891
47722,2013,3,14,11,293
12421,2011,4,3,2011,1004
8843,2013,2,11,29,324
138,2011,4,5,2011,1002
14754,2013,3,4,38,303
26954,2013,3,16,43,291
12276,2011,4,14,2,993
47387,2011,3,6,2,1032
52641,2013,8,3,7,151
34820,2013,1,23,4,343
56573,2013,3,15,14,292
13058,2011,3,12,28,1026
73256,2013,12,3,14,29
16228,2011,3,29,33,1009
6388,2013,3,13,5,294
18222,2013,2,15,19,320
4558,2012,10,3,2012,455
53754,2011,7,30,2011,886
53251,2011,3,7,7,1031
2973,2011,8,11,2011,874
7074,2011,3,5,15,1033
58432,2013,2,20,19,315
21993,2011,3,1,14,1037
41648,2013,1,29,34,337
8566,2013,7,3,8,182
28174,2013,1,23,5,343
60669,2013,2,13,12,322
39003,2011,3,16,27,1022
12196,2011,4,4,2011,1003
48727,2011,8,17,25,868
42073,2011,7,7,2011,909
50,2011,7,16,2011,900
67473,2011,8,8,2011,877
51453,2013,2,23,10,312
64397,2013,2,5,9,330
14302,2011,7,11,2011,905
38548,2013,2,14,23,321
45880,2011,3,22,19,1016
21541,2011,3,12,15,1026
54718,2011,3,27,2011,1011
36036,2013,2,21,10,314
7918,2013,5,4,3,242
12920,2013,3,4,41,303
40908,2013,2,24,2013,311
43036,2012,10,19,2012,439
47917,2013,3,17,10,290
60497,2011,7,6,2011,910
25751,2013,9,3,6,120
22095,2011,7,22,2011,894
1790,2011,3,19,2011,1019
4368,2011,3,1,3,1037
73829,2013,3,4,3,303
11371,2013,11,3,5,59
43264,2013,9,2,21,121
73362,2011,2,21,1,1045
31895,2013,1,29,2013,337
68396,2011,3,23,2011,1015
67616,2011,3,18,2011,1020
72661,2011,3,17,34,1021
15071,2011,7,8,2011,908
54357,2012,11,15,2012,412
39982,2011,3,4,26,1034
66020,2012,10,23,4,435
26977,2011,7,14,2011,902
42552,2012,10,14,2012,444
13728,2012,10,24,2012,434
39707,2013,2,11,35,324
36330,2011,7,24,2011,892
22699,2011,7,20,2011,896
25042,2013,3,18,13,289
23265,2013,1,17,6,349
13746,2011,3,3,8,1035
64727,2011,4,9,2011,998
62430,2011,4,1,2011,1006
66272,2011,7,23,2011,893
18946,2011,7,28,2011,888
66674,2013,1,31,4,335
54984,2011,7,14,2011,902
11861,2011,3,10,18,1028
42501,2011,8,4,2011,881
60640,2013,3,24,23,283
24736,2011,3,24,3,1014
52142,2012,10,28,2012,430
16227,2013,1,28,39,338
53604,2011,3,11,3,1027
1027,2013,2,13,2,322
11567,2011,8,26,3,859
39971,2013,3,5,6,302
22151,2011,4,10,2011,997
50786,2011,7,11,2011,905
7711,2013,1,18,5,348
29966,2011,3,5,13,1033
14396,2013,2,26,1,309
47655,2012,11,12,2012,415
66778,2013,2,7,5,328
64460,2013,2,14,7,321
27330,2011,7,18,2011,898
47889,2011,3,21,3,1017
16722,2011,2,24,2011,1042
70728,2011,8,26,2011,859
66937,2013,2,21,2,314
5148,2013,3,13,5,294
14623,2011,3,15,16,1023
38049,2013,1,30,43,336
26726,2013,2,27,20,308
68199,2011,7,21,2011,895
18767,2012,12,15,2012,382
35928,2011,3,19,2011,1019
53823,2013,1,23,41,343
53404,2013,2,24,35,311
14291,2013,3,4,7,303
9224,2012,10,16,33,442
12906,2013,1,22,2013,344
39935,2011,7,17,2011,899
54110,2011,7,26,2011,890
33015,2011,8,10,2011,875
7714,2011,3,24,2,1014
22596,2011,3,22,6,1016
57654,2013,2,12,3,323
34545,2012,10,12,2012,446
13318,2011,2,28,2,1038
36704,2013,7,2,18,183
25034,2012,10,18,2012,440
65087,2013,3,19,2013,288
17629,2011,2,22,11,1044
42688,2013,3,14,4,293
20059,2011,8,1,2011,884
63979,2011,8,26,31,859
45290,2013,1,30,28,336
49060,2013,1,20,1,346
31615,2011,7,28,2011,888
17028,2013,4,4,5,272
14593,2013,1,18,17,348
53826,2011,3,11,36,1027
29956,2011,7,11,2011,905
66714,2013,2,3,26,332
56554,2011,3,8,19,1030
34600,2013,3,4,10,303
58554,2011,3,12,7,1026
13431,2012,10,3,2012,455
28914,2012,10,20,2012,438
72471,2013,1,4,11,362
38822,2011,7,11,2011,905
70808,2013,1,30,24,336
57852,2013,2,7,11,328
180,2013,3,4,37,303
45541,2011,3,16,14,1022
31235,2011,4,17,2011,990
13697,2011,7,11,2011,905
13365,2013,2,23,36,312
41001,2012,10,31,2012,427
16446,2011,3,18,37,1020
30597,2012,12,15,1,382
40922,2013,2,14,11,321
40980,2013,4,4,13,272
62590,2013,2,8,27,327
55152,2011,8,20,2011,865
56516,2011,4,17,2011,990
49787,2013,1,30,8,336
6314,2013,2,4,6,331
30262,2011,8,3,2011,882
12964,2011,3,18,6,1020
57559,2013,2,10,21,325
9849,2011,3,23,3,1015
4948,2011,7,31,17,885
19000,2011,2,28,28,1038
36563,2011,7,29,17,887
19073,2013,2,22,5,313
6825,2013,2,15,1,320
71929,2013,2,9,13,326
58364,2011,7,19,2011,897
15661,2011,7,12,2011,904
63797,2013,2,15,3,320
52895,2012,10,16,2012,442
42484,2011,2,28,3,1038
52312,2011,3,22,2011,1016
16174,2013,2,2,1,333
64585,2013,3,1,15,306
66303,2013,2,23,16,312
1829,2013,3,22,1,285
19962,2013,3,4,11,303
9594,2013,1,16,28,350
15955,2013,2,13,23,322
55395,2013,1,26,1,340
10152,2012,10,3,2012,455
37465,2013,3,18,17,289
44858,2013,2,3,6,332
36331,2013,3,22,4,285
66913,2013,9,2,21,121
52218,2011,8,8,12,877
2908,2013,1,23,35,343
60189,2011,3,23,2011,1015
